time_s,temperature_model_output_c,temperature_reference_fit_c
0.0,22.082219542760335,22.0
0.12658227848101267,22.09164994909361,22.21079661848561
0.25316455696202533,22.355201502022886,22.4205511944046
0.379746835443038,22.559514015457214,22.628226836376914
0.5063291139240507,22.617545793725476,22.832796929931504
0.6329113924050633,23.12090525896774,23.033250212426335
0.759493670886076,23.144103350842368,23.228595772078858
0.8860759493670887,23.420116887765936,23.417867946394953
1.0126582278481013,23.686665494384734,23.60013109578167
1.139240506329114,23.8548598404315,23.77448422874611
1.2658227848101267,24.059834775431533,23.94006545581643
1.3924050632911393,24.078328862955978,24.096056250167674
1.518987341772152,24.16549179772268,24.24168549389063
1.6455696202531647,24.36188401193843,24.37623328990158
1.7721518987341773,24.195314322536884,24.499034520649328
1.89873417721519,24.349001890991353,24.60948213602751
2.0253164556962027,24.468944224015118,24.70703015423891
2.151898734177215,24.611691931809197,24.791196360777462
2.278481012658228,24.933524052996027,24.86156469218581
2.405063291139241,24.75480106284,24.91778729280481
2.5316455696202533,24.891516974620508,24.959586234347597
2.6582278481012658,25.22061598339935,24.98675488979786
2.7848101265822787,24.93503144004951,24.999158954840567
2.9113924050632916,25.129489914099974,24.9967371117759
3.037974683544304,24.811450150232663,24.97950133263444
3.1645569620253164,24.910558059579,24.94753681999517
3.2911392405063293,24.729997615914936,24.90100158579884
3.417721518987342,24.77909971657673,24.840125670238834
3.5443037974683547,24.916465469333094,24.765210004590763
3.670886075949367,24.36570724742765,24.676624923602272
3.79746835443038,24.653004590635092,24.57480833479684
3.924050632911393,24.503055962161124,24.460263553741314
4.050632911392405,24.226609823952867,24.33355681597829
4.177215189873418,23.93502406413274,24.19531447792266
4.30379746835443,24.05920323194787,24.046219920559373
4.4303797468354436,23.79170148361696,23.887010171248445
4.556962025316456,23.76035397838078,23.718472260336934
4.6835443037974684,23.54537271678254,23.54143933058832
4.810126582278482,23.645106719099672,23.356786518661906
4.936708860759494,23.122342616056258,23.165426629001402
5.063291139240507,22.784076072846393,22.96830562151833
5.189873417721519,22.798667549668256,22.76639793537612
5.3164556962025316,22.600301075106124,22.560701671991207
5.443037974683545,22.596887424606425,22.352233661063146
5.569620253164557,22.29234445828883,22.142024434024208
5.69620253164557,21.995349920403353,21.93111312975644
5.822784810126583,21.98393687817854,21.72054235775902
5.9493670886075956,21.297375694381042,21.511353044159154
6.075949367088608,21.189424010149498,21.304579286044454
6.2025316455696204,20.934459570100692,21.101243239553686
6.329113924050633,20.83218430242783,20.90235006699587
6.455696202531646,20.461079461415807,20.708882967975942
6.582278481012659,20.636125489516424,20.521798319089832
6.708860759493671,20.302020860737425,20.342020946215204
6.835443037974684,19.90569441975816,20.170439552768638
6.962025316455697,19.825098091911578,20.007902326528935
7.088607594936709,19.911645239284656,19.85521274674362
7.215189873417722,19.863988394466606,19.713125612245616
7.341772151898734,19.94175487071899,19.58234331021447
7.4683544303797476,19.988007587908335,19.463512344027016
7.59493670886076,19.431813835351228,19.357220137361548
7.7215189873417724,19.08587526874813,19.263992130353866
7.848101265822786,18.80052085162844,19.184289182160075
7.974683544303798,19.166693355987924,19.118505292766034
8.10126582278481,18.920636258149624,19.066965655305484
8.227848101265824,18.955160741682512,19.029925048514855
8.354430379746836,18.89738915344071,19.007566577271476
8.481012658227849,18.974658407886174,19.000000767441122
8.60759493670886,19.199141461051173,19.007265019509397
8.734177215189874,19.057592165837995,19.029323423697832
8.860759493670887,19.03751266681175,19.066066937478713
8.987341772151899,18.930896249102332,19.11731392461098
9.113924050632912,18.881368122985954,19.18281105303274
9.240506329113925,19.174699123538403,19.2622345471716
9.367088607594937,19.34551092933507,19.35519178848237
9.49367088607595,19.779450640744354,19.461223256299974
9.620253164556964,19.603254213278465,19.579804799413346
9.746835443037975,19.88724333911521,19.71035022713106
9.873417721518988,19.762340999293105,19.85221420703015
10.0,19.79140557710847,20.004695455063533
